sample_index,true_label,true_class,exit_after_layer1.0_pred_label,exit_after_layer1.0_pred_class,exit_after_layer1.0_correct,exit_after_layer1.0_confidence,exit_after_layer1.0_entropy,exit_after_layer2.0_pred_label,exit_after_layer2.0_pred_class,exit_after_layer2.0_correct,exit_after_layer2.0_confidence,exit_after_layer2.0_entropy,final_pred_label,final_pred_class,final_correct,final_confidence,final_entropy
2031,2,bird,6,frog,False,0.76387632,0.40042058,0,airplane,False,0.38337919,0.56634516,2,bird,True,0.93380612,0.14254108
2032,1,automobile,1,automobile,True,0.60931253,0.47313184,1,automobile,True,0.81846637,0.27418557,1,automobile,True,0.99968517,0.00128601
2033,5,dog,5,dog,True,0.62038916,0.35009968,5,dog,True,0.76804751,0.26858220,5,dog,True,0.99565899,0.01218792
2034,4,deer,2,bird,False,0.56509709,0.48824924,4,deer,True,0.63758379,0.33763003,4,deer,True,0.99996793,0.00017250
2035,0,airplane,8,ship,False,0.49004930,0.44916138,8,ship,False,0.82979059,0.21588963,0,airplane,True,0.96157354,0.07288660
2036,4,deer,7,horse,False,0.38036570,0.64476693,4,deer,True,0.43219492,0.64894170,4,deer,True,0.82004142,0.28943259
2037,9,truck,9,truck,True,0.76971370,0.31503356,9,truck,True,0.98524553,0.03466986,9,truck,True,0.99999797,0.00001224
2038,5,dog,3,cat,False,0.54507393,0.62372011,3,cat,False,0.72660130,0.35384437,5,dog,True,0.49804401,0.39728341
2039,8,ship,8,ship,True,0.99618620,0.01219042,8,ship,True,0.98406547,0.03974750,8,ship,True,0.99998426,0.00008781
2040,7,horse,7,horse,True,0.80996662,0.32471237,7,horse,True,0.97916859,0.05413978,7,horse,True,0.99977344,0.00107744
2041,1,automobile,1,automobile,True,0.77792495,0.30661646,1,automobile,True,0.99626225,0.01231917,1,automobile,True,0.99908817,0.00333321
2042,5,dog,3,cat,False,0.48965135,0.39869937,6,frog,False,0.50003052,0.56770945,5,dog,True,0.81647027,0.23209950
2043,9,truck,9,truck,True,0.85122371,0.25271294,9,truck,True,0.99966609,0.00140013,9,truck,True,0.99993384,0.00031016
2044,7,horse,7,horse,True,0.57203263,0.58493656,4,deer,False,0.56993502,0.54143333,7,horse,True,0.90177107,0.15412030
2045,1,automobile,1,automobile,True,0.60107958,0.30653733,1,automobile,True,0.89089549,0.15169658,1,automobile,True,0.99823689,0.00562923
2046,0,airplane,1,automobile,False,0.47684339,0.65437603,0,airplane,True,0.51890397,0.35331014,0,airplane,True,0.89172739,0.18720970
2047,5,dog,5,dog,True,0.39432576,0.64739287,2,bird,False,0.33986545,0.69836640,5,dog,True,0.94474733,0.11502103
2048,6,frog,6,frog,True,0.51391035,0.56364977,6,frog,True,0.84195107,0.27676594,6,frog,True,0.79050416,0.30902871
2049,9,truck,9,truck,True,0.84989929,0.27867961,9,truck,True,0.99592555,0.01278629,9,truck,True,0.99998653,0.00007524
2050,6,frog,6,frog,True,0.92477399,0.15221195,6,frog,True,0.98577154,0.03816498,2,bird,False,0.60655612,0.46463001
2051,6,frog,6,frog,True,0.46690929,0.63111883,6,frog,True,0.99825019,0.00624069,6,frog,True,0.99973053,0.00122942
2052,4,deer,4,deer,True,0.68862683,0.40352741,4,deer,True,0.79047203,0.23965554,4,deer,True,0.99737996,0.00955548
2053,8,ship,8,ship,True,0.95889860,0.09797311,8,ship,True,0.99972838,0.00116720,8,ship,True,0.99994266,0.00029428
2054,7,horse,7,horse,True,0.57047313,0.57102042,7,horse,True,0.66673648,0.42195293,7,horse,True,0.99806172,0.00661176
2055,8,ship,0,airplane,False,0.38592118,0.66230321,8,ship,True,0.48966524,0.36398733,8,ship,True,0.98104286,0.04654555
2056,8,ship,8,ship,True,0.88152504,0.18088664,8,ship,True,0.99532855,0.01418386,8,ship,True,0.99780053,0.00751708
2057,2,bird,2,bird,True,0.76396710,0.38307121,2,bird,True,0.56381303,0.54766721,2,bird,True,0.98115230,0.05213442
2058,6,frog,3,cat,False,0.37644085,0.69525599,6,frog,True,0.98759019,0.03621147,6,frog,True,0.99097872,0.02714445
2059,8,ship,8,ship,True,0.89344454,0.20242973,0,airplane,False,0.65530711,0.29443917,8,ship,True,0.98224199,0.04468865
2060,2,bird,2,bird,True,0.80887258,0.33939999,2,bird,True,0.97170413,0.07075887,2,bird,True,0.99987304,0.00064271
2061,3,cat,3,cat,True,0.52332079,0.43898556,3,cat,True,0.61602867,0.44508800,3,cat,True,0.97498417,0.06321323
2062,4,deer,3,cat,False,0.27337706,0.67976236,5,dog,False,0.81922442,0.25824645,4,deer,True,0.99168348,0.02210062
2063,0,airplane,7,horse,False,0.30709043,0.70833802,7,horse,False,0.36927965,0.66190451,0,airplane,True,0.97312397,0.06921675
2064,3,cat,5,dog,False,0.39134413,0.65171188,3,cat,True,0.60356933,0.60041726,3,cat,True,0.96136606,0.09530218
2065,4,deer,9,truck,False,0.66123736,0.44890556,7,horse,False,0.43926588,0.62020004,4,deer,True,0.99792957,0.00715383
2066,1,automobile,1,automobile,True,0.83917415,0.28337577,1,automobile,True,0.97862101,0.05198697,1,automobile,True,0.99757725,0.00765436
2067,0,airplane,0,airplane,True,0.57703286,0.35381773,0,airplane,True,0.77068430,0.26017269,0,airplane,True,0.73296273,0.25853303
2068,0,airplane,0,airplane,True,0.54297417,0.36461598,0,airplane,True,0.74376625,0.46630719,0,airplane,True,0.99412572,0.01761936
2069,3,cat,6,frog,False,0.34439504,0.65733588,6,frog,False,0.96448797,0.07802972,3,cat,True,0.93834478,0.12220435
2070,1,automobile,8,ship,False,0.57777059,0.59713316,8,ship,False,0.57445937,0.42154908,8,ship,False,0.87689269,0.16466834
2071,5,dog,4,deer,False,0.59009546,0.51039332,2,bird,False,0.38777673,0.59328759,5,dog,True,0.66827518,0.43299845
2072,7,horse,7,horse,True,0.74366754,0.32509556,7,horse,True,0.98528659,0.03687127,7,horse,True,0.99699092,0.00976197
2073,9,truck,8,ship,False,0.42284757,0.57452720,8,ship,False,0.59612554,0.46886286,9,truck,True,0.87452424,0.19082248
2074,1,automobile,1,automobile,True,0.55546558,0.33520466,1,automobile,True,0.66679686,0.27653736,1,automobile,True,0.99667394,0.00968679
2075,9,truck,9,truck,True,0.91446930,0.12845080,9,truck,True,0.99971622,0.00113016,9,truck,True,0.99999273,0.00004073
2076,7,horse,7,horse,True,0.55102742,0.68032157,7,horse,True,0.99331194,0.02078843,7,horse,True,0.99975556,0.00104144
2077,7,horse,7,horse,True,0.72620505,0.36406085,7,horse,True,0.99526703,0.01427407,7,horse,True,0.99999964,0.00000281
2078,5,dog,7,horse,False,0.52800220,0.60809177,3,cat,False,0.43445551,0.65160948,5,dog,True,0.98819065,0.03481265
2079,6,frog,6,frog,True,0.96734279,0.07548024,6,frog,True,0.99993825,0.00032211,6,frog,True,0.99990964,0.00044749
2080,7,horse,7,horse,True,0.37197956,0.69585991,9,truck,False,0.50100100,0.57916081,7,horse,True,0.69718969,0.38997868
2081,9,truck,9,truck,True,0.72811806,0.32858551,9,truck,True,0.94343883,0.11866634,9,truck,True,0.97620469,0.05229133
2082,1,automobile,1,automobile,True,0.58433092,0.44649377,1,automobile,True,0.99855250,0.00484854,1,automobile,True,0.99998939,0.00006104
2083,2,bird,4,deer,False,0.53880006,0.54831588,2,bird,True,0.63259095,0.39420643,2,bird,True,0.99962950,0.00171133
2084,3,cat,5,dog,False,0.41765478,0.53578639,3,cat,True,0.82136065,0.32626101,3,cat,True,0.99140280,0.02172737
2085,5,dog,5,dog,True,0.44762304,0.46161506,5,dog,True,0.82682025,0.28377345,5,dog,True,0.94639975,0.10307907
2086,1,automobile,9,truck,False,0.51638269,0.34032449,1,automobile,True,0.88454497,0.15711869,1,automobile,True,0.99930966,0.00252973
2087,4,deer,4,deer,True,0.65806818,0.37731352,4,deer,True,0.89927566,0.15479344,4,deer,True,0.99976534,0.00109507
2088,4,deer,4,deer,True,0.54775554,0.51756489,6,frog,False,0.95850581,0.08956556,4,deer,True,0.99999690,0.00002003
2089,2,bird,3,cat,False,0.31265062,0.74437582,4,deer,False,0.23135418,0.90835762,4,deer,False,0.54580861,0.32895303
2090,6,frog,3,cat,False,0.24057426,0.75702316,6,frog,True,0.73770833,0.39590681,6,frog,True,0.99031597,0.03087387
2091,3,cat,5,dog,False,0.78083825,0.29818988,4,deer,False,0.36310509,0.53096271,4,deer,False,0.53010285,0.42094392
2092,7,horse,3,cat,False,0.36611727,0.66668451,3,cat,False,0.68079585,0.42726970,7,horse,True,0.53493232,0.43599454
2093,3,cat,0,airplane,False,0.28043398,0.84009868,3,cat,True,0.75233895,0.43606687,3,cat,True,0.99902415,0.00370811
2094,3,cat,5,dog,False,0.51976603,0.54919171,4,deer,False,0.38138774,0.55851191,3,cat,True,0.86691225,0.22697796
2095,2,bird,2,bird,True,0.67713898,0.49777150,6,frog,False,0.46378615,0.46588427,2,bird,True,0.99926585,0.00313266
2096,3,cat,4,deer,False,0.39449853,0.63383019,3,cat,True,0.61107635,0.52707213,3,cat,True,0.90411222,0.16452220
2097,5,dog,2,bird,False,0.36580884,0.58897442,5,dog,True,0.52567887,0.48139256,5,dog,True,0.54863274,0.40605110
2098,3,cat,5,dog,False,0.44685781,0.53669423,3,cat,True,0.59266496,0.49171361,3,cat,True,0.92500454,0.15271628
2099,6,frog,4,deer,False,0.29335701,0.69076347,6,frog,True,0.98330832,0.04206755,6,frog,True,0.99296182,0.02209021
2100,0,airplane,0,airplane,True,0.82366085,0.23030332,0,airplane,True,0.94168919,0.10869756,0,airplane,True,0.89819217,0.18654633
2101,2,bird,8,ship,False,0.32630870,0.79978472,7,horse,False,0.49197426,0.60932654,0,airplane,False,0.55272931,0.64571345
2102,2,bird,2,bird,True,0.56396198,0.58688492,2,bird,True,0.97876453,0.05339527,2,bird,True,0.96503133,0.08388830
2103,8,ship,8,ship,True,0.97059834,0.07083795,8,ship,True,0.99754900,0.00838262,8,ship,True,0.99998689,0.00007540
2104,7,horse,7,horse,True,0.34149551,0.69498479,7,horse,True,0.62579381,0.58766764,3,cat,False,0.31419101,0.73567343
2105,2,bird,2,bird,True,0.85944027,0.28007510,2,bird,True,0.93567103,0.12984990,2,bird,True,0.99998164,0.00010762
2106,7,horse,7,horse,True,0.50000697,0.67803884,0,airplane,False,0.46489087,0.48789749,7,horse,True,0.99660045,0.01091507
2107,5,dog,5,dog,True,0.66589600,0.35385838,3,cat,False,0.47903129,0.38588160,5,dog,True,0.99290496,0.01882924
2108,5,dog,3,cat,False,0.33422840,0.68890166,3,cat,False,0.53994995,0.48404843,5,dog,True,0.70024133,0.26873663
2109,8,ship,8,ship,True,0.97217089,0.06632933,8,ship,True,0.99774480,0.00752994,8,ship,True,0.99989414,0.00049466
2110,6,frog,6,frog,True,0.52772337,0.51632148,6,frog,True,0.97151428,0.06375883,6,frog,True,0.99305224,0.01839943
2111,4,deer,7,horse,False,0.40128794,0.78240216,4,deer,True,0.89382565,0.20987463,4,deer,True,0.99999785,0.00001414
2112,2,bird,5,dog,False,0.48373035,0.55371481,3,cat,False,0.50614375,0.49182394,2,bird,True,0.79687101,0.24831817
2113,6,frog,6,frog,True,0.36915976,0.72753590,6,frog,True,0.95071822,0.11798196,6,frog,True,0.99916506,0.00350862
2114,1,automobile,1,automobile,True,0.53837281,0.48127493,1,automobile,True,0.92878371,0.12904894,1,automobile,True,0.97394061,0.06256974
2115,2,bird,0,airplane,False,0.28262645,0.80440784,2,bird,True,0.58087212,0.51621741,2,bird,True,0.93205971,0.15814787
2116,0,airplane,0,airplane,True,0.83410555,0.27800304,0,airplane,True,0.96103233,0.09072500,0,airplane,True,0.99511611,0.01583011
2117,5,dog,3,cat,False,0.26528877,0.72747034,3,cat,False,0.29500625,0.76034212,7,horse,False,0.75932580,0.38242543
2118,8,ship,8,ship,True,0.49286333,0.51842219,8,ship,True,0.80939126,0.26547366,8,ship,True,0.97324318,0.06055200
2119,7,horse,7,horse,True,0.81988955,0.29651782,7,horse,True,0.94013178,0.12263806,7,horse,True,0.98952383,0.02734662
2120,2,bird,7,horse,False,0.57214552,0.61971247,4,deer,False,0.33036789,0.84242034,2,bird,True,0.99425274,0.01939833
2121,8,ship,8,ship,True,0.96485007,0.07876948,8,ship,True,0.99866915,0.00505964,8,ship,True,0.99985743,0.00065054
2122,0,airplane,2,bird,False,0.34779882,0.69068497,0,airplane,True,0.82343417,0.28010324,0,airplane,True,0.99849534,0.00515807
2123,5,dog,3,cat,False,0.24874158,0.89825016,5,dog,True,0.52369177,0.44156530,5,dog,True,0.99699020,0.00931372
2124,9,truck,9,truck,True,0.86006737,0.26524085,9,truck,True,0.99875796,0.00454853,9,truck,True,0.99947971,0.00219127
2125,8,ship,1,automobile,False,0.61535347,0.48181459,8,ship,True,0.68434745,0.31765878,8,ship,True,0.84869128,0.20367724
2126,9,truck,9,truck,True,0.36655980,0.66968560,9,truck,True,0.79364407,0.29880884,9,truck,True,0.76762813,0.23921674
2127,4,deer,4,deer,True,0.48497435,0.50713712,4,deer,True,0.39300764,0.62729871,4,deer,True,0.98155391,0.05062385
2128,0,airplane,3,cat,False,0.41178542,0.68706769,3,cat,False,0.30857676,0.83500904,0,airplane,True,0.56993502,0.33079249
2129,4,deer,4,deer,True,0.75097221,0.40663400,4,deer,True,0.98594207,0.04117872,4,deer,True,0.88685292,0.15997264
2130,0,airplane,8,ship,False,0.69672108,0.31332427,8,ship,False,0.63983017,0.28989819,8,ship,False,0.59030968,0.29442832
2131,0,airplane,0,airplane,True,0.71934515,0.32434309,0,airplane,True,0.92547876,0.13358259,0,airplane,True,0.99304813,0.01906217
2132,1,automobile,1,automobile,True,0.84899980,0.22454344,1,automobile,True,0.55839747,0.31595460,1,automobile,True,0.99387544,0.01656330
2133,1,automobile,1,automobile,True,0.73367614,0.35032868,1,automobile,True,0.99628675,0.01114305,1,automobile,True,0.99875045,0.00420823
2134,5,dog,5,dog,True,0.50493193,0.56928986,5,dog,True,0.81338090,0.24721284,5,dog,True,0.99996638,0.00017245
2135,1,automobile,9,truck,False,0.87306929,0.19192408,9,truck,False,0.72986770,0.25458422,1,automobile,True,0.98734218,0.02955901
2136,1,automobile,1,automobile,True,0.89623356,0.18473913,1,automobile,True,0.99354184,0.01924394,1,automobile,True,0.99996328,0.00018100
2137,5,dog,5,dog,True,0.29676494,0.74648738,5,dog,True,0.97896838,0.05039670,5,dog,True,0.99988329,0.00052135
2138,3,cat,3,cat,True,0.63939726,0.43898648,3,cat,True,0.57840186,0.45207381,4,deer,False,0.95027339,0.10378584
2139,6,frog,3,cat,False,0.35700110,0.70275676,2,bird,False,0.45006487,0.65577471,3,cat,False,0.76653600,0.29556510
2140,4,deer,4,deer,True,0.75879556,0.40552616,4,deer,True,0.95939976,0.09657038,4,deer,True,0.99941504,0.00235073
2141,7,horse,7,horse,True,0.85777479,0.25164133,7,horse,True,0.99185079,0.02122817,7,horse,True,0.99977142,0.00097449
2142,7,horse,7,horse,True,0.47465482,0.38302565,7,horse,True,0.54731667,0.40127626,7,horse,True,0.99900776,0.00385726
2143,5,dog,2,bird,False,0.37256610,0.65822357,2,bird,False,0.38007948,0.64473814,2,bird,False,0.40581256,0.56554246
2144,8,ship,8,ship,True,0.76578212,0.33568558,8,ship,True,0.96636659,0.07457060,8,ship,True,0.99850345,0.00498434
2145,2,bird,2,bird,True,0.73625314,0.44432423,2,bird,True,0.96803933,0.06939933,2,bird,True,0.93248862,0.11844640
2146,0,airplane,8,ship,False,0.50547409,0.47649390,0,airplane,True,0.86872262,0.17989638,0,airplane,True,0.84460580,0.18811244
2147,3,cat,2,bird,False,0.33551288,0.74815589,0,airplane,False,0.68916249,0.51444006,3,cat,True,0.29157090,0.84024972
2148,7,horse,7,horse,True,0.48654184,0.56064099,7,horse,True,0.97123194,0.07208735,7,horse,True,0.99987578,0.00061260
2149,5,dog,5,dog,True,0.43018273,0.55179662,5,dog,True,0.59283620,0.40826067,5,dog,True,0.99880517,0.00416796
2150,2,bird,6,frog,False,0.57948381,0.51191318,6,frog,False,0.84753841,0.23699912,2,bird,True,0.86148179,0.22237870
2151,7,horse,4,deer,False,0.45454407,0.64480180,4,deer,False,0.59880561,0.44198340,7,horse,True,0.93849701,0.12850767
2152,4,deer,3,cat,False,0.31368399,0.84789240,4,deer,True,0.58784974,0.61514938,4,deer,True,0.98338521,0.03960044
2153,6,frog,6,frog,True,0.95280427,0.10292327,6,frog,True,0.99891782,0.00415404,6,frog,True,0.99998868,0.00006795
2154,8,ship,8,ship,True,0.95760298,0.10330144,8,ship,True,0.97194719,0.06533188,8,ship,True,0.99979895,0.00090695
2155,2,bird,2,bird,True,0.88066888,0.23206261,2,bird,True,0.99628192,0.01264920,2,bird,True,0.99996555,0.00018972
2156,3,cat,3,cat,True,0.42382678,0.69510061,3,cat,True,0.93327284,0.11773847,3,cat,True,0.99573117,0.01202775
2157,9,truck,7,horse,False,0.60154706,0.45846677,9,truck,True,0.99787509,0.00774882,9,truck,True,0.99990571,0.00045476
2158,8,ship,0,airplane,False,0.45113117,0.58355767,8,ship,True,0.95989877,0.08297167,8,ship,True,0.99959940,0.00157248
2159,7,horse,7,horse,True,0.74509716,0.33431616,7,horse,True,0.74626023,0.25302303,7,horse,True,0.99470621,0.01584502
2160,9,truck,9,truck,True,0.41386184,0.78819174,9,truck,True,0.87959880,0.21219994,9,truck,True,0.99680412,0.01141191
2161,6,frog,2,bird,False,0.35087213,0.69763231,2,bird,False,0.45893076,0.56968331,6,frog,True,0.88762891,0.21039821
2162,8,ship,8,ship,True,0.86060601,0.23241678,0,airplane,False,0.73545855,0.25633687,8,ship,True,0.98579216,0.03371622
2163,5,dog,5,dog,True,0.45631066,0.60682756,5,dog,True,0.72548980,0.36381826,5,dog,True,0.79521525,0.28497380
2164,1,automobile,1,automobile,True,0.88763517,0.17959784,1,automobile,True,0.99994659,0.00027037,1,automobile,True,0.99999511,0.00002874
2165,9,truck,1,automobile,False,0.67485780,0.28149724,9,truck,True,0.96922034,0.05998600,9,truck,True,0.99810529,0.00601169
2166,6,frog,6,frog,True,0.83641237,0.28017378,6,frog,True,0.96887928,0.06684470,6,frog,True,0.99987578,0.00058031
2167,5,dog,3,cat,False,0.49889398,0.43836552,5,dog,True,0.48745713,0.57586867,5,dog,True,0.85888934,0.19027443
2168,2,bird,4,deer,False,0.63761157,0.48868996,4,deer,False,0.62445146,0.37739885,2,bird,True,0.99716264,0.01009423
2169,9,truck,1,automobile,False,0.73136365,0.34045193,9,truck,True,0.97161937,0.06132195,9,truck,True,0.99999273,0.00004389
2170,6,frog,2,bird,False,0.33024040,0.75333732,3,cat,False,0.44921896,0.72340232,6,frog,True,0.99522179,0.01380924
2171,4,deer,4,deer,True,0.74477375,0.40536565,4,deer,True,0.93754441,0.14188229,4,deer,True,0.97629738,0.06064168
2172,4,deer,3,cat,False,0.32316169,0.71615773,4,deer,True,0.87355661,0.22060986,4,deer,True,0.99980229,0.00089168
2173,0,airplane,0,airplane,True,0.89750957,0.18826726,0,airplane,True,0.95485693,0.10922199,0,airplane,True,0.95930368,0.09443719
2174,9,truck,1,automobile,False,0.46733743,0.51051539,9,truck,True,0.91127074,0.13300830,9,truck,True,0.99986207,0.00059342
2175,7,horse,7,horse,True,0.82378304,0.30820799,7,horse,True,0.99154902,0.02732346,7,horse,True,0.99635327,0.01111841
2176,1,automobile,9,truck,False,0.55985051,0.30943477,1,automobile,True,0.99783760,0.00673639,1,automobile,True,0.99998724,0.00006868
2177,7,horse,7,horse,True,0.90234047,0.17254147,7,horse,True,0.97455263,0.05467638,7,horse,True,0.99988163,0.00057327
2178,2,bird,4,deer,False,0.58523238,0.47394264,2,bird,True,0.53154373,0.44367582,2,bird,True,0.99915993,0.00341105
2179,5,dog,0,airplane,False,0.57877314,0.56364202,0,airplane,False,0.92386204,0.17112800,3,cat,False,0.44791701,0.51330614
2180,4,deer,4,deer,True,0.49712279,0.64892179,4,deer,True,0.76715690,0.33170223,4,deer,True,0.99990213,0.00048679
2181,3,cat,6,frog,False,0.47812334,0.56433982,4,deer,False,0.67438877,0.47713774,4,deer,False,0.58154416,0.54303682
2182,1,automobile,1,automobile,True,0.76801634,0.34780821,1,automobile,True,0.99621421,0.01088219,1,automobile,True,0.99642903,0.01048135
2183,9,truck,9,truck,True,0.93134481,0.13952403,9,truck,True,0.99867332,0.00504427,9,truck,True,0.99999523,0.00002958
2184,3,cat,3,cat,True,0.41046622,0.63028091,3,cat,True,0.67353529,0.45592889,3,cat,True,0.92528206,0.12600441
2185,6,frog,6,frog,True,0.97731006,0.05753353,6,frog,True,0.99877733,0.00440586,6,frog,True,0.99998808,0.00007032
2186,8,ship,8,ship,True,0.98888153,0.02872256,8,ship,True,0.99794465,0.00678684,8,ship,True,0.99992144,0.00039686
2187,9,truck,9,truck,True,0.53486109,0.38010791,9,truck,True,0.71322411,0.26126754,9,truck,True,0.99979585,0.00084308
2188,8,ship,8,ship,True,0.67907518,0.40875009,8,ship,True,0.85248411,0.19775270,8,ship,True,0.99997056,0.00015013
2189,6,frog,6,frog,True,0.95351386,0.10553045,6,frog,True,0.99922848,0.00314927,6,frog,True,0.99949992,0.00200888
2190,1,automobile,1,automobile,True,0.84780455,0.23648572,1,automobile,True,0.91001612,0.13618067,1,automobile,True,0.97727489,0.04801548
2191,8,ship,8,ship,True,0.97885728,0.04720592,8,ship,True,0.98348182,0.04387467,8,ship,True,0.99773669,0.00785780
2192,7,horse,5,dog,False,0.40886739,0.64686531,7,horse,True,0.45953885,0.52946305,7,horse,True,0.98401767,0.03736524
2193,7,horse,7,horse,True,0.97190702,0.06847002,7,horse,True,0.92780983,0.15716088,7,horse,True,0.97739637,0.06022663
2194,7,horse,4,deer,False,0.60436153,0.40831885,7,horse,True,0.98538357,0.03455198,7,horse,True,0.99930370,0.00267717
2195,9,truck,9,truck,True,0.73751044,0.25601587,9,truck,True,0.99984908,0.00064884,9,truck,True,0.99999666,0.00002019
2196,3,cat,5,dog,False,0.60429525,0.41110858,5,dog,False,0.48351833,0.37156570,3,cat,True,0.96460664,0.06796298
2197,9,truck,9,truck,True,0.36996511,0.56415880,1,automobile,False,0.62921059,0.30027828,9,truck,True,0.99963915,0.00149639
2198,0,airplane,7,horse,False,0.32992405,0.79108143,0,airplane,True,0.71891248,0.41139793,0,airplane,True,0.87091029,0.24748886
2199,1,automobile,0,airplane,False,0.64776999,0.45724231,1,automobile,True,0.94329995,0.12153773,1,automobile,True,0.99888796,0.00418399
2200,8,ship,8,ship,True,0.77765906,0.36625546,8,ship,True,0.98064584,0.04826707,8,ship,True,0.99984205,0.00078612
2201,0,airplane,0,airplane,True,0.83000809,0.28757378,0,airplane,True,0.91576910,0.15439385,0,airplane,True,0.84026480,0.21491264
2202,9,truck,9,truck,True,0.85283935,0.26143742,9,truck,True,0.99935323,0.00260172,9,truck,True,0.99999642,0.00002180
2203,3,cat,5,dog,False,0.56212664,0.39151347,3,cat,True,0.86390650,0.22204347,3,cat,True,0.95605510,0.08467667
2204,6,frog,6,frog,True,0.64706564,0.49624547,6,frog,True,0.75447339,0.37152457,6,frog,True,0.99912626,0.00324303
2205,1,automobile,1,automobile,True,0.83469212,0.23021857,1,automobile,True,0.99740809,0.00786472,1,automobile,True,0.99986792,0.00057265
2206,9,truck,0,airplane,False,0.51959699,0.46643284,9,truck,True,0.67586923,0.38137245,9,truck,True,0.88915503,0.20377541
2207,9,truck,9,truck,True,0.70353895,0.37318176,9,truck,True,0.98977941,0.02597040,9,truck,True,0.99989855,0.00046158
2208,7,horse,7,horse,True,0.86411315,0.22713348,7,horse,True,0.94787925,0.11024073,7,horse,True,0.99936956,0.00259346
2209,5,dog,5,dog,True,0.75872856,0.30996105,5,dog,True,0.67564511,0.34009111,5,dog,True,0.95362455,0.08206882
2210,4,deer,4,deer,True,0.33883759,0.69003552,5,dog,False,0.32340929,0.66507357,4,deer,True,0.99972337,0.00118985
2211,7,horse,9,truck,False,0.57897639,0.56600189,7,horse,True,0.91778320,0.18040267,7,horse,True,0.99975592,0.00110715
2212,1,automobile,1,automobile,True,0.79541618,0.33360180,1,automobile,True,0.89494330,0.16752349,1,automobile,True,0.92497301,0.17149802
2213,9,truck,9,truck,True,0.88869435,0.16811568,9,truck,True,0.99979204,0.00087438,9,truck,True,0.99997187,0.00014864
2214,6,frog,6,frog,True,0.71826714,0.33835784,6,frog,True,0.98204857,0.04713550,6,frog,True,0.90170109,0.17527641
2215,7,horse,5,dog,False,0.52772796,0.54843575,7,horse,True,0.42866716,0.56009841,7,horse,True,0.99100894,0.02705064
2216,7,horse,7,horse,True,0.96659821,0.08156749,7,horse,True,0.98896688,0.03192184,7,horse,True,0.89271623,0.15762016
2217,3,cat,4,deer,False,0.56958896,0.55876136,4,deer,False,0.40481886,0.56927150,4,deer,False,0.81184465,0.25494799
2218,9,truck,9,truck,True,0.72973800,0.47946379,9,truck,True,0.99416637,0.01792352,9,truck,True,0.99816293,0.00638700
2219,9,truck,9,truck,True,0.86833507,0.19559620,9,truck,True,0.99850094,0.00526206,9,truck,True,0.99998212,0.00009834
2220,0,airplane,0,airplane,True,0.90108156,0.17705922,0,airplane,True,0.93994260,0.13662679,0,airplane,True,0.99895215,0.00389755
2221,1,automobile,0,airplane,False,0.42281547,0.66890377,1,automobile,True,0.85867834,0.20415604,1,automobile,True,0.92214149,0.15108199
2222,8,ship,8,ship,True,0.75780869,0.28834075,8,ship,True,0.68949026,0.38965771,8,ship,True,0.91959530,0.15455070
2223,9,truck,9,truck,True,0.91667604,0.13348067,9,truck,True,0.99152863,0.02719799,9,truck,True,0.99922562,0.00327970
2224,6,frog,6,frog,True,0.97919148,0.05087333,6,frog,True,0.99980921,0.00091087,6,frog,True,0.99999213,0.00004683
2225,0,airplane,0,airplane,True,0.69689262,0.43411759,0,airplane,True,0.90524077,0.18292843,0,airplane,True,0.93759078,0.10585047
2226,3,cat,5,dog,False,0.44425660,0.59047359,3,cat,True,0.81239438,0.23217082,5,dog,False,0.50296926,0.30620503
2227,7,horse,7,horse,True,0.60625416,0.49871358,4,deer,False,0.57053578,0.35749477,7,horse,True,0.94667476,0.10014409
2228,8,ship,8,ship,True,0.47538418,0.44669884,8,ship,True,0.96746069,0.07303265,8,ship,True,0.99903512,0.00380851
2229,2,bird,8,ship,False,0.45567259,0.69168073,2,bird,True,0.68493706,0.42673826,8,ship,False,0.52867877,0.49084559
2230,5,dog,5,dog,True,0.44378769,0.56936550,5,dog,True,0.52910620,0.37739030,5,dog,True,0.68062526,0.27851364
2231,9,truck,9,truck,True,0.41418335,0.75043297,9,truck,True,0.94494015,0.11598910,9,truck,True,0.98763162,0.03970244
2232,9,truck,9,truck,True,0.90819275,0.13349368,9,truck,True,0.99727243,0.00817756,9,truck,True,0.99999928,0.00000501
2233,7,horse,7,horse,True,0.85565376,0.24747048,7,horse,True,0.90540755,0.18163654,7,horse,True,0.83224481,0.23802273
2234,4,deer,4,deer,True,0.52492756,0.64217645,4,deer,True,0.42645177,0.67991698,4,deer,True,0.97289050,0.06633943
2235,0,airplane,2,bird,False,0.40713125,0.76149178,4,deer,False,0.27465382,0.84114486,9,truck,False,0.64145547,0.47449726
2236,2,bird,0,airplane,False,0.69570798,0.37419963,0,airplane,False,0.91734880,0.14180773,2,bird,True,0.99578190,0.01247408
2237,1,automobile,9,truck,False,0.27497047,0.85930967,1,automobile,True,0.66035527,0.43325672,1,automobile,True,0.99594033,0.01337851
2238,3,cat,3,cat,True,0.39137450,0.72914875,3,cat,True,0.78334141,0.36395496,8,ship,False,0.94266373,0.12556063
2239,6,frog,6,frog,True,0.97175330,0.06760620,6,frog,True,0.99972445,0.00116358,6,frog,True,0.99999905,0.00000677
